Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
376,24-11-2023,CUST0067,Female,19,Home Decor,1,250,250
377,03-06-2023,CUST0067,Male,29,Groceries,2,250,500
378,27-10-2023,CUST0067,Female,32,Beauty,4,500,2000
379,30-12-2023,CUST0068,Male,38,Beauty,3,250,750
380,04-05-2023,CUST0068,Male,42,Home Decor,3,150,450
381,28-09-2023,CUST0068,Female,38,Groceries,2,150,300
382,17-10-2023,CUST0068,Female,21,Groceries,4,500,2000
383,27-01-2023,CUST0068,Male,45,Beauty,4,100,400
384,07-06-2023,CUST0068,Female,19,Electronics,1,200,200
385,31-03-2023,CUST0068,Male,47,Beauty,3,200,600
386,15-03-2023,CUST0068,Male,30,Electronics,2,250,500
387,05-02-2023,CUST0069,Female,21,Electronics,4,250,1000
388,28-12-2023,CUST0069,Male,30,Groceries,2,200,400
389,26-01-2023,CUST0069,Male,32,Clothing,4,100,400
390,01-05-2023,CUST0069,Male,59,Electronics,2,150,300
391,09-03-2023,CUST0070,Female,41,Beauty,4,200,800
392,16-06-2023,CUST0070,Female,42,Clothing,3,200,600
393,30-08-2023,CUST0070,Male,52,Home Decor,2,50,100
394,29-04-2023,CUST0070,Male,34,Groceries,3,150,450
395,09-06-2023,CUST0070,Male,27,Electronics,2,250,500
396,11-09-2023,CUST0070,Male,19,Beauty,3,250,750
397,26-05-2023,CUST0070,Male,59,Groceries,3,50,150
398,07-10-2023,CUST0071,Female,36,Home Decor,2,500,1000
399,11-02-2023,CUST0071,Female,56,Groceries,2,200,400
400,20-08-2023,CUST0071,Male,50,Home Decor,3,50,150
401,11-03-2023,CUST0072,Male,56,Home Decor,1,50,50
402,12-11-2023,CUST0072,Female,22,Home Decor,3,250,750
403,21-09-2023,CUST0072,Female,25,Clothing,3,500,1500
404,27-02-2023,CUST0073,Male,39,Clothing,3,200,600
405,15-09-2023,CUST0073,Female,34,Beauty,2,500,1000
406,26-04-2023,CUST0073,Female,39,Home Decor,2,200,400
407,29-11-2023,CUST0073,Male,48,Electronics,3,100,300
408,07-06-2023,CUST0073,Male,33,Home Decor,1,200,200
409,16-05-2023,CUST0073,Female,20,Groceries,3,200,600
410,14-04-2023,CUST0074,Female,22,Home Decor,4,200,800
411,17-11-2023,CUST0074,Male,47,Groceries,4,500,2000
412,19-08-2023,CUST0074,Female,50,Groceries,4,200,800
413,07-02-2023,CUST0074,Female,51,Groceries,2,200,400
414,31-05-2023,CUST0074,Female,19,Electronics,1,100,100
415,06-09-2023,CUST0075,Male,18,Beauty,3,200,600
416,09-07-2023,CUST0075,Male,43,Home Decor,2,500,1000
417,23-05-2023,CUST0075,Female,54,Home Decor,2,200,400
418,27-08-2023,CUST0075,Male,59,Clothing,1,150,150
419,07-06-2023,CUST0075,Female,59,Beauty,4,200,800
420,14-03-2023,CUST0076,Male,38,Beauty,2,150,300
421,10-05-2023,CUST0076,Male,35,Home Decor,2,100,200
422,25-01-2023,CUST0076,Female,42,Groceries,2,50,100
423,13-06-2023,CUST0076,Male,31,Electronics,2,500,1000
424,26-08-2023,CUST0076,Male,20,Beauty,1,500,500
425,25-01-2023,CUST0076,Male,51,Groceries,2,200,400
426,25-01-2023,CUST0076,Male,21,Groceries,4,200,800
427,15-10-2023,CUST0076,Female,49,Home Decor,1,500,500
428,26-05-2023,CUST0077,Male,23,Groceries,3,500,1500
429,10-05-2023,CUST0077,Female,40,Beauty,3,150,450
430,05-01-2023,CUST0077,Male,51,Clothing,1,100,100
431,24-09-2023,CUST0077,Female,48,Electronics,3,150,450
432,09-04-2023,CUST0077,Male,26,Home Decor,2,500,1000
433,20-09-2023,CUST0077,Female,33,Home Decor,1,200,200
434,13-04-2023,CUST0078,Female,34,Groceries,3,200,600
435,04-11-2023,CUST0078,Male,53,Home Decor,2,100,200
436,04-03-2023,CUST0078,Male,52,Beauty,4,500,2000
437,14-01-2023,CUST0078,Male,54,Groceries,2,250,500
438,02-07-2023,CUST0078,Female,44,Groceries,2,500,1000
439,20-03-2023,CUST0078,Male,27,Clothing,4,250,1000
440,13-01-2023,CUST0079,Male,43,Clothing,1,250,250
441,30-06-2023,CUST0079,Female,54,Groceries,4,200,800
442,07-07-2023,CUST0079,Male,38,Home Decor,4,250,1000
443,15-07-2023,CUST0080,Female,35,Beauty,1,250,250
444,11-02-2023,CUST0080,Male,59,Groceries,1,50,50
445,11-07-2023,CUST0080,Male,26,Electronics,1,100,100
446,01-03-2023,CUST0080,Female,46,Electronics,2,100,200
447,20-08-2023,CUST0081,Male,45,Beauty,3,100,300
448,21-09-2023,CUST0081,Male,39,Electronics,3,50,150
449,09-12-2023,CUST0081,Female,36,Groceries,4,200,800
450,28-03-2023,CUST0081,Male,25,Groceries,4,50,200
451,19-04-2023,CUST0082,Male,41,Beauty,4,50,200
452,13-05-2023,CUST0082,Female,38,Clothing,3,500,1500
453,16-08-2023,CUST0082,Male,32,Beauty,3,150,450
454,28-01-2023,CUST0082,Male,22,Groceries,2,500,1000
455,18-12-2023,CUST0082,Female,27,Home Decor,1,50,50
456,18-02-2023,CUST0083,Female,21,Electronics,1,50,50
457,29-04-2023,CUST0083,Female,27,Groceries,4,200,800
458,13-12-2023,CUST0083,Female,19,Groceries,1,200,200
459,11-01-2023,CUST0084,Female,32,Electronics,4,100,400
460,02-07-2023,CUST0084,Male,42,Beauty,2,200,400
461,24-04-2023,CUST0084,Female,47,Home Decor,1,200,200
462,15-10-2023,CUST0084,Male,38,Beauty,2,500,1000
463,25-09-2023,CUST0085,Male,35,Groceries,1,500,500
464,29-05-2023,CUST0085,Female,25,Home Decor,4,150,600
465,13-09-2023,CUST0085,Female,39,Beauty,1,500,500
466,12-10-2023,CUST0086,Male,35,Clothing,1,250,250
467,10-10-2023,CUST0086,Female,48,Beauty,3,200,600
468,05-10-2023,CUST0086,Male,54,Groceries,1,150,150
469,10-07-2023,CUST0086,Female,36,Groceries,2,200,400
470,08-10-2023,CUST0086,Female,54,Clothing,2,50,100
471,30-12-2023,CUST0086,Male,20,Electronics,4,150,600
472,20-12-2023,CUST0087,Male,42,Clothing,1,500,500
473,19-08-2023,CUST0087,Male,44,Clothing,1,250,250
474,27-03-2023,CUST0087,Female,43,Clothing,2,200,400
475,28-07-2023,CUST0087,Female,31,Electronics,2,250,500
476,20-01-2023,CUST0088,Male,33,Beauty,3,500,1500
477,08-11-2023,CUST0088,Male,54,Clothing,4,250,1000
478,12-05-2023,CUST0088,Female,27,Beauty,2,250,500
479,06-11-2023,CUST0089,Female,56,Groceries,2,500,1000
480,17-09-2023,CUST0089,Female,37,Electronics,3,200,600
481,09-08-2023,CUST0089,Female,20,Groceries,4,100,400
482,24-02-2023,CUST0089,Female,21,Clothing,2,100,200
483,08-06-2023,CUST0089,Female,36,Electronics,3,500,1500
484,30-07-2023,CUST0089,Female,41,Groceries,4,500,2000
485,10-11-2023,CUST0089,Female,48,Home Decor,4,150,600
486,22-06-2023,CUST0089,Female,47,Electronics,3,50,150
487,15-11-2023,CUST0090,Female,45,Beauty,3,150,450
488,09-11-2023,CUST0090,Female,50,Electronics,2,200,400
489,28-05-2023,CUST0090,Female,44,Home Decor,3,50,150
490,31-03-2023,CUST0090,Female,22,Electronics,4,250,1000
491,19-02-2023,CUST0091,Male,30,Beauty,1,500,500
492,11-09-2023,CUST0091,Female,23,Electronics,3,250,750
493,20-02-2023,CUST0091,Male,36,Clothing,3,500,1500
494,10-03-2023,CUST0091,Male,54,Home Decor,1,250,250
495,11-07-2023,CUST0092,Male,53,Clothing,4,500,2000
496,19-08-2023,CUST0092,Male,52,Electronics,4,50,200
497,10-04-2023,CUST0092,Female,58,Home Decor,4,200,800
498,26-02-2023,CUST0092,Male,37,Electronics,4,250,1000
499,30-12-2023,CUST0093,Female,47,Home Decor,3,150,450
500,08-08-2023,CUST0093,Female,27,Clothing,1,250,250
501,11-03-2023,CUST0093,Female,26,Groceries,4,150,600
502,25-03-2023,CUST0093,Female,38,Home Decor,2,50,100
503,07-01-2023,CUST0093,Female,32,Clothing,4,150,600
504,28-05-2023,CUST0093,Female,32,Groceries,2,100,200
505,22-05-2023,CUST0093,Male,54,Clothing,1,100,100
506,10-03-2023,CUST0093,Male,40,Clothing,1,50,50
507,11-12-2023,CUST0094,Male,29,Electronics,1,50,50
508,10-06-2023,CUST0094,Female,21,Clothing,1,500,500
509,16-10-2023,CUST0094,Male,41,Groceries,1,100,100
510,28-01-2023,CUST0094,Female,58,Electronics,1,100,100
511,17-07-2023,CUST0094,Female,18,Clothing,1,250,250
512,22-01-2023,CUST0095,Female,19,Clothing,2,150,300
513,05-05-2023,CUST0095,Male,39,Home Decor,4,500,2000
514,28-02-2023,CUST0095,Female,52,Beauty,3,50,150
515,01-02-2023,CUST0095,Male,38,Home Decor,2,200,400
516,02-08-2023,CUST0096,Male,57,Groceries,3,500,1500
517,26-04-2023,CUST0096,Female,31,Beauty,1,50,50
518,17-06-2023,CUST0096,Female,45,Clothing,1,100,100
519,05-09-2023,CUST0096,Female,20,Home Decor,1,100,100
520,15-08-2023,CUST0096,Female,56,Home Decor,3,50,150
521,27-06-2023,CUST0096,Male,36,Groceries,3,150,450
522,25-09-2023,CUST0096,Female,25,Home Decor,4,50,200
523,13-06-2023,CUST0096,Male,38,Electronics,3,500,1500
524,11-02-2023,CUST0097,Female,37,Home Decor,2,150,300
525,31-12-2023,CUST0097,Male,44,Clothing,3,500,1500
526,08-08-2023,CUST0097,Male,25,Groceries,4,200,800
527,25-06-2023,CUST0097,Male,54,Home Decor,2,500,1000
528,03-09-2023,CUST0098,Male,49,Electronics,4,150,600
529,29-10-2023,CUST0098,Male,33,Electronics,3,250,750
530,21-01-2023,CUST0098,Female,30,Clothing,4,200,800
531,12-04-2023,CUST0098,Female,48,Beauty,3,150,450
532,21-11-2023,CUST0098,Male,20,Electronics,4,50,200
533,03-06-2023,CUST0098,Female,22,Beauty,1,200,200
534,22-09-2023,CUST0098,Female,55,Clothing,2,150,300
535,01-03-2023,CUST0098,Female,28,Clothing,3,200,600
536,01-08-2023,CUST0099,Female,51,Beauty,4,200,800
537,13-10-2023,CUST0099,Female,38,Home Decor,4,100,400
538,09-07-2023,CUST0099,Male,38,Beauty,4,100,400
539,10-02-2023,CUST0099,Male,35,Clothing,3,50,150
540,06-10-2023,CUST0099,Female,39,Electronics,1,200,200
541,19-05-2023,CUST0099,Female,32,Beauty,3,50,150
542,29-09-2023,CUST0100,Female,19,Beauty,4,200,800
543,16-02-2023,CUST0100,Male,23,Electronics,4,200,800
544,01-01-2023,CUST0100,Female,40,Beauty,4,100,400
545,30-10-2023,CUST0100,Female,32,Groceries,3,50,150
546,27-04-2023,CUST0100,Male,31,Home Decor,4,50,200
547,08-02-2023,CUST0100,Male,52,Home Decor,1,100,100
548,13-08-2023,CUST0101,Female,44,Beauty,3,100,300
549,15-02-2023,CUST0101,Female,31,Home Decor,1,500,500
550,04-02-2023,CUST0101,Male,47,Beauty,4,50,200
551,08-10-2023,CUST0101,Female,41,Clothing,2,500,1000
552,24-03-2023,CUST0101,Female,20,Clothing,3,50,150
553,22-06-2023,CUST0102,Male,31,Electronics,3,200,600
554,01-05-2023,CUST0102,Female,36,Home Decor,2,500,1000
555,13-11-2023,CUST0102,Female,57,Electronics,2,50,100
556,16-11-2023,CUST0102,Male,42,Beauty,1,150,150
557,30-11-2023,CUST0102,Female,58,Home Decor,3,200,600
558,21-09-2023,CUST0102,Female,58,Groceries,2,500,1000
559,30-04-2023,CUST0103,Male,33,Groceries,2,50,100
560,07-06-2023,CUST0103,Female,52,Beauty,4,500,2000
561,19-02-2023,CUST0103,Male,38,Groceries,4,200,800
562,21-06-2023,CUST0104,Male,26,Groceries,1,200,200
563,04-02-2023,CUST0104,Male,51,Electronics,4,250,1000
564,09-12-2023,CUST0104,Male,57,Home Decor,2,200,400
565,23-06-2023,CUST0104,Male,32,Electronics,3,100,300
566,04-11-2023,CUST0104,Male,39,Groceries,3,500,1500
567,03-10-2023,CUST0104,Male,46,Beauty,4,200,800
568,28-01-2023,CUST0104,Female,39,Home Decor,1,150,150
569,13-07-2023,CUST0105,Female,51,Beauty,3,50,150
570,14-09-2023,CUST0105,Female,40,Electronics,2,50,100
571,02-03-2023,CUST0105,Female,23,Clothing,3,150,450
572,28-12-2023,CUST0105,Male,46,Groceries,1,150,150
573,22-05-2023,CUST0105,Male,37,Electronics,1,250,250
574,18-02-2023,CUST0105,Female,25,Beauty,4,200,800
575,19-12-2023,CUST0105,Female,56,Groceries,1,50,50
576,11-07-2023,CUST0105,Female,59,Beauty,2,500,1000
577,22-09-2023,CUST0106,Female,54,Electronics,1,50,50
578,10-12-2023,CUST0106,Male,56,Electronics,3,250,750
579,11-07-2023,CUST0106,Male,36,Beauty,1,500,500
580,01-01-2023,CUST0107,Female,36,Home Decor,4,250,1000
581,19-04-2023,CUST0107,Female,50,Groceries,2,200,400
582,07-09-2023,CUST0107,Male,25,Electronics,3,500,1500
583,09-12-2023,CUST0107,Female,40,Electronics,3,200,600
584,04-12-2023,CUST0107,Female,19,Home Decor,2,50,100
585,07-05-2023,CUST0107,Female,35,Groceries,3,200,600
586,25-03-2023,CUST0107,Male,50,Home Decor,2,150,300
587,15-09-2023,CUST0108,Male,46,Electronics,2,100,200
588,03-11-2023,CUST0108,Male,30,Clothing,2,100,200
589,20-02-2023,CUST0108,Female,26,Electronics,3,200,600
590,25-03-2023,CUST0109,Female,44,Groceries,2,250,500
591,15-06-2023,CUST0109,Male,33,Clothing,1,50,50
592,25-09-2023,CUST0109,Male,18,Groceries,3,100,300
593,23-12-2023,CUST0109,Male,48,Electronics,3,50,150
594,21-10-2023,CUST0109,Female,38,Beauty,2,200,400
595,14-03-2023,CUST0110,Male,55,Clothing,2,200,400
596,30-12-2023,CUST0110,Female,49,Beauty,3,200,600
597,21-06-2023,CUST0110,Male,58,Beauty,4,100,400
598,09-11-2023,CUST0110,Female,53,Home Decor,1,100,100
599,05-06-2023,CUST0110,Male,24,Home Decor,1,50,50
600,16-02-2023,CUST0111,Female,36,Groceries,2,200,400
601,06-05-2023,CUST0111,Male,55,Groceries,4,100,400
602,25-06-2023,CUST0111,Female,29,Electronics,3,200,600
603,31-12-2023,CUST0112,Female,22,Beauty,3,150,450
604,14-02-2023,CUST0112,Female,43,Beauty,2,500,1000
605,29-12-2023,CUST0112,Female,44,Clothing,3,100,300
606,11-11-2023,CUST0113,Male,32,Groceries,2,100,200
607,02-05-2023,CUST0113,Male,54,Clothing,4,250,1000
608,04-02-2023,CUST0113,Male,23,Home Decor,2,200,400
609,20-07-2023,CUST0113,Male,46,Groceries,3,500,1500
610,19-04-2023,CUST0113,Female,39,Home Decor,1,250,250
611,01-11-2023,CUST0113,Male,51,Groceries,2,250,500
612,09-12-2023,CUST0113,Male,20,Clothing,2,250,500
613,20-02-2023,CUST0113,Female,38,Home Decor,1,200,200
614,25-12-2023,CUST0114,Female,18,Home Decor,3,250,750
615,21-04-2023,CUST0114,Female,28,Home Decor,3,250,750
616,30-09-2023,CUST0114,Male,35,Electronics,4,100,400
617,02-10-2023,CUST0114,Male,56,Groceries,4,200,800
618,05-01-2023,CUST0114,Male,54,Home Decor,2,150,300
619,27-04-2023,CUST0115,Female,28,Groceries,3,200,600
620,03-09-2023,CUST0115,Male,28,Home Decor,1,50,50
621,03-07-2023,CUST0115,Female,58,Clothing,4,500,2000
622,17-01-2023,CUST0115,Male,36,Clothing,4,200,800
623,24-08-2023,CUST0115,Female,49,Clothing,4,500,2000
624,04-08-2023,CUST0116,Male,32,Beauty,3,50,150
625,30-08-2023,CUST0116,Male,31,Beauty,2,200,400
626,24-06-2023,CUST0116,Male,21,Groceries,3,50,150
627,24-11-2023,CUST0116,Female,34,Electronics,1,50,50
628,18-12-2023,CUST0116,Female,36,Beauty,3,250,750
629,08-07-2023,CUST0117,Male,33,Clothing,4,500,2000
630,15-12-2023,CUST0117,Female,20,Clothing,2,500,1000
631,04-10-2023,CUST0117,Female,29,Clothing,1,150,150
632,03-07-2023,CUST0117,Female,47,Beauty,3,100,300
633,21-09-2023,CUST0117,Female,57,Beauty,1,200,200
634,25-01-2023,CUST0117,Male,18,Groceries,1,250,250
635,07-07-2023,CUST0117,Female,26,Electronics,4,150,600
636,10-07-2023,CUST0118,Female,40,Electronics,2,500,1000
637,17-09-2023,CUST0118,Female,48,Beauty,3,150,450
638,07-07-2023,CUST0118,Male,49,Clothing,1,250,250
639,24-03-2023,CUST0118,Male,55,Clothing,4,50,200
640,22-08-2023,CUST0119,Female,33,Home Decor,2,100,200
641,13-01-2023,CUST0119,Female,48,Home Decor,2,150,300
642,03-08-2023,CUST0119,Female,44,Groceries,3,250,750
643,22-10-2023,CUST0119,Male,34,Electronics,2,250,500
644,21-01-2023,CUST0120,Male,36,Electronics,1,500,500
645,31-01-2023,CUST0120,Male,40,Clothing,2,200,400
646,23-02-2023,CUST0120,Female,37,Clothing,2,100,200
647,22-02-2023,CUST0120,Female,32,Home Decor,1,150,150
648,21-09-2023,CUST0120,Female,29,Clothing,2,100,200
649,07-05-2023,CUST0120,Male,58,Home Decor,1,50,50
650,29-08-2023,CUST0120,Female,46,Clothing,2,500,1000
651,28-07-2023,CUST0121,Male,41,Clothing,4,50,200
652,21-11-2023,CUST0121,Female,46,Home Decor,3,50,150
653,06-03-2023,CUST0121,Male,36,Electronics,3,100,300
654,10-04-2023,CUST0121,Female,32,Beauty,1,150,150
655,26-06-2023,CUST0121,Female,29,Beauty,1,50,50
656,05-07-2023,CUST0121,Male,43,Groceries,1,200,200
657,05-08-2023,CUST0121,Female,27,Groceries,1,150,150
658,13-01-2023,CUST0121,Male,50,Home Decor,3,50,150
659,08-10-2023,CUST0122,Female,26,Groceries,4,150,600
660,30-07-2023,CUST0122,Female,54,Clothing,1,250,250
661,31-10-2023,CUST0122,Male,45,Electronics,3,100,300
662,13-09-2023,CUST0122,Female,52,Home Decor,1,200,200
663,13-01-2023,CUST0122,Female,54,Groceries,4,100,400
664,16-01-2023,CUST0122,Male,26,Beauty,2,500,1000
665,10-04-2023,CUST0123,Male,40,Groceries,1,100,100
666,04-08-2023,CUST0123,Female,24,Home Decor,2,150,300
667,28-01-2023,CUST0123,Female,38,Home Decor,4,500,2000
668,06-03-2023,CUST0124,Female,38,Home Decor,3,150,450
669,13-01-2023,CUST0124,Male,27,Groceries,4,250,1000
670,15-03-2023,CUST0124,Female,30,Groceries,2,100,200
671,03-12-2023,CUST0124,Female,31,Clothing,3,50,150
672,21-04-2023,CUST0124,Female,34,Home Decor,2,200,400
673,24-01-2023,CUST0124,Male,42,Home Decor,2,200,400
674,12-12-2023,CUST0124,Female,18,Home Decor,3,200,600
675,29-09-2023,CUST0124,Male,34,Home Decor,2,200,400
676,30-06-2023,CUST0125,Female,47,Electronics,2,250,500
677,14-05-2023,CUST0125,Male,49,Groceries,1,50,50
678,24-02-2023,CUST0125,Female,24,Home Decor,1,500,500
679,12-01-2023,CUST0125,Female,33,Beauty,1,200,200
680,15-05-2023,CUST0125,Female,26,Beauty,4,50,200
681,14-02-2023,CUST0126,Female,21,Beauty,1,50,50
682,06-06-2023,CUST0126,Female,51,Home Decor,1,200,200
683,06-08-2023,CUST0126,Female,43,Electronics,3,250,750
684,27-11-2023,CUST0127,Male,49,Home Decor,2,50,100
685,17-01-2023,CUST0127,Male,43,Home Decor,3,100,300
686,26-01-2023,CUST0127,Male,27,Beauty,1,150,150
687,24-09-2023,CUST0127,Male,25,Home Decor,3,200,600
688,17-11-2023,CUST0127,Male,55,Home Decor,1,50,50
689,23-06-2023,CUST0127,Female,43,Electronics,2,250,500
690,04-11-2023,CUST0128,Male,28,Electronics,2,500,1000
691,14-08-2023,CUST0128,Male,49,Groceries,2,250,500
692,15-02-2023,CUST0128,Male,23,Clothing,2,100,200
693,29-10-2023,CUST0128,Male,48,Beauty,2,500,1000
694,03-04-2023,CUST0128,Female,50,Electronics,4,150,600
695,29-11-2023,CUST0128,Female,28,Home Decor,4,500,2000
696,29-09-2023,CUST0129,Female,52,Home Decor,4,150,600
697,31-03-2023,CUST0129,Female,29,Beauty,1,50,50
698,01-10-2023,CUST0129,Male,40,Clothing,2,500,1000
699,18-04-2023,CUST0130,Male,46,Beauty,1,100,100
700,30-09-2023,CUST0130,Male,33,Clothing,2,250,500
701,28-12-2023,CUST0130,Female,47,Home Decor,3,500,1500
702,17-11-2023,CUST0130,Male,56,Electronics,3,200,600
703,29-03-2023,CUST0130,Female,39,Groceries,2,200,400
704,17-05-2023,CUST0130,Male,27,Home Decor,1,200,200
705,12-09-2023,CUST0131,Male,38,Clothing,4,100,400
706,24-02-2023,CUST0131,Female,44,Groceries,3,50,150
707,15-12-2023,CUST0131,Male,30,Groceries,2,200,400
708,22-09-2023,CUST0131,Female,44,Clothing,3,50,150
709,09-06-2023,CUST0131,Male,46,Electronics,3,200,600
710,27-04-2023,CUST0131,Female,52,Beauty,1,150,150
711,25-07-2023,CUST0132,Male,35,Groceries,4,250,1000
712,30-06-2023,CUST0132,Male,35,Home Decor,1,100,100
713,14-09-2023,CUST0132,Female,43,Groceries,4,200,800
714,09-12-2023,CUST0132,Female,28,Electronics,1,250,250
715,12-07-2023,CUST0133,Male,39,Clothing,4,250,1000
716,09-08-2023,CUST0133,Female,22,Beauty,4,150,600
717,29-05-2023,CUST0133,Male,29,Clothing,3,150,450
718,19-04-2023,CUST0133,Female,24,Clothing,4,250,1000
719,12-05-2023,CUST0134,Male,59,Home Decor,3,100,300
720,26-04-2023,CUST0134,Male,46,Electronics,4,150,600
721,22-04-2023,CUST0134,Male,45,Electronics,3,200,600
722,28-09-2023,CUST0134,Male,54,Electronics,3,150,450
723,09-02-2023,CUST0134,Male,53,Clothing,1,100,100
724,04-01-2023,CUST0134,Male,51,Electronics,1,250,250
725,05-09-2023,CUST0134,Female,40,Groceries,1,500,500
726,14-11-2023,CUST0135,Male,23,Groceries,1,100,100
727,17-06-2023,CUST0135,Male,56,Groceries,1,200,200
728,03-01-2023,CUST0135,Female,39,Home Decor,4,200,800
729,07-02-2023,CUST0135,Male,53,Electronics,1,250,250
730,09-12-2023,CUST0135,Female,47,Groceries,1,150,150
731,25-07-2023,CUST0135,Male,53,Groceries,2,250,500
732,29-08-2023,CUST0135,Female,48,Clothing,2,150,300
733,12-09-2023,CUST0136,Female,26,Electronics,3,100,300
734,02-08-2023,CUST0136,Male,34,Home Decor,4,200,800
735,21-04-2023,CUST0136,Male,38,Groceries,2,50,100
736,17-11-2023,CUST0136,Male,42,Beauty,4,50,200
737,29-03-2023,CUST0137,Female,57,Beauty,2,50,100
738,16-06-2023,CUST0137,Male,34,Clothing,3,50,150
739,14-03-2023,CUST0137,Male,23,Home Decor,4,250,1000
740,03-12-2023,CUST0138,Male,29,Groceries,3,50,150
741,03-12-2023,CUST0138,Male,43,Home Decor,4,200,800
742,05-12-2023,CUST0138,Male,52,Clothing,1,500,500
743,11-06-2023,CUST0138,Male,21,Beauty,1,150,150
744,17-06-2023,CUST0138,Male,18,Groceries,3,500,1500
745,28-08-2023,CUST0139,Female,52,Beauty,4,150,600
746,12-02-2023,CUST0139,Female,42,Home Decor,3,200,600
747,31-05-2023,CUST0139,Female,39,Beauty,1,250,250
748,24-11-2023,CUST0139,Male,31,Beauty,2,150,300
749,28-06-2023,CUST0139,Female,33,Home Decor,1,50,50
750,12-01-2023,CUST0139,Female,28,Groceries,3,200,600
