Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
751,07-04-2023,CUST0139,Male,45,Groceries,2,150,300
752,14-11-2023,CUST0140,Female,58,Beauty,2,250,500
753,16-02-2023,CUST0140,Male,21,Electronics,1,200,200
754,01-07-2023,CUST0140,Male,32,Beauty,4,500,2000
755,05-09-2023,CUST0141,Female,46,Clothing,3,100,300
756,27-12-2023,CUST0141,Male,25,Clothing,2,250,500
757,21-07-2023,CUST0141,Male,19,Clothing,1,200,200
758,14-11-2023,CUST0141,Male,22,Clothing,2,200,400
759,07-08-2023,CUST0141,Male,29,Beauty,3,100,300
760,08-04-2023,CUST0141,Male,52,Clothing,4,100,400
761,15-06-2023,CUST0141,Female,43,Beauty,3,150,450
762,18-08-2023,CUST0142,Female,44,Electronics,2,200,400
763,18-04-2023,CUST0142,Male,37,Beauty,3,100,300
764,05-11-2023,CUST0142,Female,39,Beauty,2,150,300
765,23-09-2023,CUST0142,Male,50,Electronics,3,200,600
766,28-02-2023,CUST0142,Female,19,Groceries,4,50,200
767,24-03-2023,CUST0142,Female,42,Clothing,1,150,150
768,30-05-2023,CUST0142,Male,38,Beauty,4,500,2000
769,08-04-2023,CUST0143,Female,42,Groceries,4,50,200
770,28-10-2023,CUST0143,Female,24,Electronics,1,200,200
771,24-03-2023,CUST0143,Male,27,Home Decor,1,250,250
772,15-02-2023,CUST0143,Female,49,Electronics,2,100,200
773,10-10-2023,CUST0143,Female,52,Home Decor,3,250,750
774,07-05-2023,CUST0143,Male,45,Home Decor,1,150,150
775,05-09-2023,CUST0144,Female,34,Beauty,1,50,50
776,19-06-2023,CUST0144,Female,37,Groceries,4,50,200
777,02-09-2023,CUST0144,Male,49,Home Decor,3,50,150
778,10-03-2023,CUST0145,Male,51,Beauty,1,100,100
779,14-11-2023,CUST0145,Female,50,Beauty,4,100,400
780,04-04-2023,CUST0145,Female,27,Clothing,2,150,300
781,15-11-2023,CUST0146,Male,20,Clothing,2,50,100
782,01-04-2023,CUST0146,Female,25,Beauty,2,100,200
783,28-07-2023,CUST0146,Male,23,Beauty,1,50,50
784,11-10-2023,CUST0146,Male,54,Electronics,2,150,300
785,07-12-2023,CUST0146,Female,55,Clothing,4,200,800
786,24-04-2023,CUST0146,Female,54,Home Decor,2,100,200
787,19-05-2023,CUST0147,Female,30,Home Decor,2,250,500
788,29-12-2023,CUST0147,Female,41,Home Decor,4,50,200
789,07-11-2023,CUST0147,Male,31,Clothing,1,50,50
790,12-04-2023,CUST0147,Female,38,Groceries,1,50,50
791,21-07-2023,CUST0147,Female,38,Clothing,3,150,450
792,19-04-2023,CUST0147,Male,37,Beauty,3,200,600
793,10-03-2023,CUST0147,Male,21,Home Decor,4,150,600
794,08-11-2023,CUST0147,Female,40,Electronics,1,250,250
795,21-02-2023,CUST0148,Female,42,Groceries,3,500,1500
796,01-02-2023,CUST0148,Male,49,Groceries,4,500,2000
797,26-06-2023,CUST0148,Female,56,Electronics,1,250,250
798,13-11-2023,CUST0148,Male,23,Beauty,1,150,150
799,28-04-2023,CUST0149,Male,59,Electronics,4,150,600
800,09-11-2023,CUST0149,Male,39,Electronics,1,250,250
801,28-03-2023,CUST0149,Male,49,Home Decor,3,250,750
802,04-09-2023,CUST0149,Female,38,Clothing,1,500,500
803,18-04-2023,CUST0149,Female,47,Electronics,2,50,100
804,06-05-2023,CUST0149,Male,49,Clothing,3,500,1500
805,02-05-2023,CUST0149,Female,53,Clothing,1,100,100
806,28-01-2023,CUST0149,Male,31,Beauty,2,500,1000
807,01-06-2023,CUST0150,Female,26,Electronics,2,50,100
808,19-01-2023,CUST0150,Male,27,Clothing,1,250,250
809,20-12-2023,CUST0150,Male,30,Electronics,2,250,500
810,27-08-2023,CUST0150,Male,46,Clothing,1,250,250
811,21-11-2023,CUST0150,Female,20,Clothing,1,250,250
812,12-07-2023,CUST0150,Male,34,Beauty,1,150,150
813,26-07-2023,CUST0151,Male,49,Clothing,4,50,200
814,06-11-2023,CUST0151,Female,26,Electronics,1,50,50
815,27-03-2023,CUST0151,Female,58,Beauty,4,150,600
816,28-04-2023,CUST0151,Male,24,Groceries,3,150,450
817,28-09-2023,CUST0151,Male,28,Groceries,2,500,1000
818,26-02-2023,CUST0151,Female,35,Beauty,4,100,400
819,12-08-2023,CUST0151,Female,39,Home Decor,3,50,150
820,01-12-2023,CUST0152,Female,35,Clothing,1,250,250
821,01-12-2023,CUST0152,Female,46,Beauty,2,250,500
822,19-11-2023,CUST0152,Male,20,Beauty,3,500,1500
823,12-05-2023,CUST0152,Male,28,Clothing,3,150,450
824,06-04-2023,CUST0152,Male,47,Beauty,2,500,1000
825,13-09-2023,CUST0152,Male,26,Home Decor,3,200,600
826,13-11-2023,CUST0153,Female,32,Electronics,4,50,200
827,07-09-2023,CUST0153,Female,54,Groceries,2,100,200
828,28-07-2023,CUST0153,Male,54,Beauty,4,200,800
829,29-01-2023,CUST0153,Male,24,Home Decor,1,200,200
830,03-08-2023,CUST0154,Male,20,Groceries,4,100,400
831,19-10-2023,CUST0154,Female,54,Groceries,2,500,1000
832,28-11-2023,CUST0154,Female,30,Beauty,2,150,300
833,09-11-2023,CUST0154,Female,19,Home Decor,2,200,400
834,26-07-2023,CUST0154,Female,34,Clothing,2,100,200
835,12-12-2023,CUST0154,Male,35,Electronics,4,500,2000
836,21-10-2023,CUST0154,Male,20,Beauty,2,250,500
837,09-05-2023,CUST0154,Female,49,Home Decor,1,100,100
838,26-09-2023,CUST0155,Male,53,Clothing,3,250,750
839,26-07-2023,CUST0155,Female,49,Home Decor,2,250,500
840,06-12-2023,CUST0155,Female,50,Home Decor,4,50,200
841,14-06-2023,CUST0155,Male,39,Groceries,1,150,150
842,20-03-2023,CUST0155,Male,23,Electronics,4,500,2000
843,06-07-2023,CUST0155,Female,57,Groceries,3,250,750
844,18-08-2023,CUST0155,Female,19,Beauty,1,500,500
845,13-09-2023,CUST0155,Female,44,Home Decor,4,150,600
846,14-10-2023,CUST0156,Male,49,Groceries,2,150,300
847,31-12-2023,CUST0156,Male,52,Groceries,1,50,50
848,18-10-2023,CUST0156,Female,28,Beauty,1,150,150
849,31-10-2023,CUST0156,Male,52,Clothing,1,200,200
850,02-07-2023,CUST0156,Male,52,Beauty,4,250,1000
851,07-12-2023,CUST0156,Male,27,Beauty,1,200,200
852,02-03-2023,CUST0156,Male,36,Beauty,2,100,200
853,02-06-2023,CUST0157,Female,36,Beauty,2,100,200
854,02-07-2023,CUST0157,Female,22,Beauty,1,150,150
855,29-05-2023,CUST0157,Female,21,Electronics,2,200,400
856,15-06-2023,CUST0157,Male,31,Beauty,4,150,600
857,08-07-2023,CUST0157,Female,44,Clothing,4,150,600
858,04-10-2023,CUST0157,Female,22,Electronics,3,50,150
859,01-07-2023,CUST0157,Female,39,Beauty,1,200,200
860,23-05-2023,CUST0158,Female,29,Clothing,3,50,150
861,03-04-2023,CUST0158,Female,31,Clothing,4,100,400
862,22-04-2023,CUST0158,Male,32,Home Decor,4,500,2000
863,10-08-2023,CUST0159,Female,20,Home Decor,4,100,400
864,04-04-2023,CUST0159,Male,30,Clothing,1,50,50
865,18-08-2023,CUST0159,Female,53,Clothing,3,200,600
866,26-10-2023,CUST0159,Female,37,Groceries,4,100,400
867,28-07-2023,CUST0159,Female,37,Home Decor,3,500,1500
868,14-11-2023,CUST0159,Male,24,Groceries,3,150,450
869,03-08-2023,CUST0160,Female,26,Beauty,3,200,600
870,20-10-2023,CUST0160,Female,34,Electronics,4,250,1000
871,10-08-2023,CUST0160,Female,37,Home Decor,3,250,750
872,29-04-2023,CUST0160,Female,34,Clothing,2,250,500
873,11-01-2023,CUST0160,Female,24,Home Decor,2,100,200
874,08-09-2023,CUST0160,Female,55,Clothing,4,200,800
875,28-09-2023,CUST0160,Male,37,Beauty,1,500,500
876,23-10-2023,CUST0161,Female,57,Home Decor,4,150,600
877,20-04-2023,CUST0161,Female,25,Groceries,2,200,400
878,18-05-2023,CUST0161,Male,45,Electronics,4,250,1000
879,05-02-2023,CUST0162,Male,43,Home Decor,3,100,300
880,15-06-2023,CUST0162,Male,41,Clothing,3,150,450
881,29-10-2023,CUST0162,Female,22,Clothing,4,500,2000
882,21-12-2023,CUST0162,Female,40,Electronics,1,100,100
883,09-11-2023,CUST0162,Male,59,Groceries,4,100,400
884,22-09-2023,CUST0162,Female,30,Electronics,4,100,400
885,16-04-2023,CUST0162,Male,32,Groceries,1,50,50
886,06-08-2023,CUST0163,Male,38,Clothing,1,50,50
887,28-11-2023,CUST0163,Female,55,Beauty,4,50,200
888,15-08-2023,CUST0163,Female,35,Home Decor,3,50,150
889,12-08-2023,CUST0163,Female,57,Groceries,1,50,50
890,17-08-2023,CUST0163,Female,36,Groceries,1,200,200
891,12-12-2023,CUST0163,Female,48,Home Decor,4,50,200
892,09-06-2023,CUST0164,Male,55,Home Decor,1,500,500
893,11-05-2023,CUST0164,Male,51,Groceries,2,500,1000
894,04-07-2023,CUST0164,Female,31,Beauty,2,150,300
895,13-09-2023,CUST0164,Male,29,Electronics,3,250,750
896,12-09-2023,CUST0164,Male,42,Electronics,3,500,1500
897,01-08-2023,CUST0164,Female,37,Home Decor,1,250,250
898,07-05-2023,CUST0164,Female,37,Home Decor,1,50,50
899,30-09-2023,CUST0165,Female,25,Clothing,3,250,750
900,06-10-2023,CUST0165,Female,25,Beauty,2,150,300
901,26-09-2023,CUST0165,Male,54,Electronics,4,50,200
902,08-07-2023,CUST0165,Female,19,Clothing,3,50,150
903,13-10-2023,CUST0165,Male,30,Clothing,1,500,500
904,04-04-2023,CUST0165,Female,30,Beauty,1,500,500
905,29-05-2023,CUST0165,Female,34,Beauty,4,50,200
906,29-06-2023,CUST0165,Female,48,Groceries,3,200,600
907,09-11-2023,CUST0166,Female,26,Electronics,4,150,600
908,27-11-2023,CUST0166,Female,33,Electronics,4,200,800
909,25-08-2023,CUST0166,Female,25,Beauty,2,200,400
910,17-11-2023,CUST0166,Male,57,Clothing,2,150,300
911,19-05-2023,CUST0166,Male,48,Electronics,1,100,100
912,09-08-2023,CUST0166,Male,38,Clothing,2,250,500
913,11-07-2023,CUST0166,Male,25,Electronics,1,150,150
914,19-05-2023,CUST0166,Female,38,Beauty,2,150,300
915,30-09-2023,CUST0167,Female,36,Home Decor,2,500,1000
916,29-04-2023,CUST0167,Male,21,Clothing,1,150,150
917,13-06-2023,CUST0167,Female,30,Home Decor,2,50,100
918,15-04-2023,CUST0167,Female,36,Clothing,4,150,600
919,26-08-2023,CUST0167,Female,45,Electronics,2,100,200
920,31-10-2023,CUST0167,Female,50,Home Decor,4,100,400
921,17-05-2023,CUST0168,Male,33,Home Decor,3,500,1500
922,25-08-2023,CUST0168,Male,51,Beauty,2,500,1000
923,28-04-2023,CUST0168,Female,26,Clothing,4,100,400
924,30-07-2023,CUST0168,Male,41,Groceries,3,100,300
925,10-10-2023,CUST0168,Female,32,Beauty,4,50,200
926,30-06-2023,CUST0168,Female,43,Clothing,3,100,300
927,20-05-2023,CUST0169,Male,21,Electronics,2,50,100
928,07-03-2023,CUST0169,Female,20,Clothing,1,50,50
929,06-12-2023,CUST0169,Male,39,Groceries,2,250,500
930,21-10-2023,CUST0169,Male,32,Clothing,2,500,1000
931,29-10-2023,CUST0169,Male,38,Electronics,2,250,500
932,11-03-2023,CUST0169,Male,40,Home Decor,3,100,300
933,15-08-2023,CUST0170,Female,57,Beauty,4,100,400
934,18-05-2023,CUST0170,Male,25,Beauty,1,250,250
935,25-08-2023,CUST0170,Male,54,Beauty,1,500,500
936,15-12-2023,CUST0170,Male,26,Beauty,4,100,400
937,26-12-2023,CUST0170,Female,47,Beauty,4,200,800
938,28-11-2023,CUST0170,Male,43,Groceries,3,250,750
939,08-08-2023,CUST0170,Female,47,Electronics,3,100,300
940,03-07-2023,CUST0171,Male,51,Home Decor,1,200,200
941,05-10-2023,CUST0171,Female,54,Electronics,1,50,50
942,10-07-2023,CUST0171,Female,59,Groceries,3,50,150
943,22-01-2023,CUST0171,Female,52,Groceries,4,500,2000
944,24-06-2023,CUST0171,Male,34,Clothing,1,50,50
945,15-06-2023,CUST0171,Male,31,Groceries,2,150,300
946,14-01-2023,CUST0171,Male,25,Groceries,3,500,1500
947,10-10-2023,CUST0172,Male,48,Groceries,4,150,600
948,01-03-2023,CUST0172,Female,22,Clothing,1,50,50
949,26-01-2023,CUST0172,Male,22,Clothing,4,500,2000
950,17-07-2023,CUST0172,Male,35,Home Decor,1,50,50
951,14-01-2023,CUST0172,Female,30,Home Decor,3,150,450
952,04-03-2023,CUST0172,Male,52,Electronics,3,150,450
953,10-04-2023,CUST0172,Male,49,Clothing,4,200,800
954,25-05-2023,CUST0173,Male,18,Beauty,4,200,800
955,21-05-2023,CUST0173,Female,31,Groceries,4,500,2000
956,20-11-2023,CUST0173,Female,33,Home Decor,4,500,2000
957,12-12-2023,CUST0173,Female,49,Groceries,2,150,300
958,03-09-2023,CUST0173,Female,41,Beauty,3,50,150
959,14-02-2023,CUST0173,Female,25,Home Decor,3,100,300
960,05-05-2023,CUST0173,Male,33,Beauty,2,100,200
961,26-05-2023,CUST0174,Female,22,Groceries,1,200,200
962,08-04-2023,CUST0174,Male,40,Groceries,2,500,1000
963,02-05-2023,CUST0174,Male,21,Groceries,3,500,1500
964,15-10-2023,CUST0174,Female,35,Clothing,4,50,200
965,17-08-2023,CUST0174,Female,37,Beauty,3,150,450
966,16-04-2023,CUST0174,Male,34,Home Decor,3,200,600
967,03-12-2023,CUST0174,Male,36,Groceries,4,500,2000
968,18-10-2023,CUST0174,Female,18,Home Decor,2,150,300
969,08-09-2023,CUST0175,Female,20,Electronics,4,200,800
970,28-03-2023,CUST0175,Female,50,Clothing,1,150,150
971,21-08-2023,CUST0175,Male,40,Clothing,3,250,750
972,24-06-2023,CUST0175,Male,40,Electronics,4,100,400
973,25-08-2023,CUST0175,Female,42,Clothing,2,100,200
974,10-11-2023,CUST0175,Female,58,Electronics,2,150,300
975,26-04-2023,CUST0175,Female,51,Clothing,3,150,450
976,26-03-2023,CUST0176,Male,39,Groceries,3,50,150
977,05-03-2023,CUST0176,Female,29,Electronics,2,100,200
978,23-02-2023,CUST0176,Male,28,Electronics,3,100,300
979,06-07-2023,CUST0176,Female,33,Electronics,4,150,600
980,27-08-2023,CUST0176,Female,59,Home Decor,4,250,1000
981,03-09-2023,CUST0177,Female,43,Beauty,3,150,450
982,20-03-2023,CUST0177,Male,25,Home Decor,4,250,1000
983,11-09-2023,CUST0177,Male,34,Groceries,1,200,200
984,08-01-2023,CUST0177,Male,43,Home Decor,4,500,2000
985,15-12-2023,CUST0177,Male,29,Groceries,2,500,1000
986,12-03-2023,CUST0177,Male,54,Groceries,3,200,600
987,02-10-2023,CUST0178,Male,59,Groceries,4,250,1000
988,27-01-2023,CUST0178,Male,46,Home Decor,1,500,500
989,15-11-2023,CUST0178,Female,19,Clothing,1,500,500
990,22-12-2023,CUST0178,Female,36,Clothing,1,150,150
991,14-11-2023,CUST0178,Female,46,Home Decor,2,200,400
992,25-11-2023,CUST0178,Male,36,Home Decor,3,50,150
993,28-05-2023,CUST0178,Male,49,Home Decor,2,100,200
994,05-01-2023,CUST0178,Female,40,Beauty,1,500,500
995,20-11-2023,CUST0179,Male,51,Groceries,2,50,100
996,16-04-2023,CUST0179,Male,24,Home Decor,3,100,300
997,08-06-2023,CUST0179,Female,52,Electronics,1,250,250
998,05-12-2023,CUST0179,Male,49,Clothing,3,200,600
999,10-05-2023,CUST0180,Female,41,Electronics,4,500,2000
1000,02-09-2023,CUST0180,Male,41,Electronics,3,250,750
1001,04-01-2023,CUST0180,Male,43,Clothing,4,50,200
1002,13-08-2023,CUST0180,Male,45,Electronics,3,200,600
1003,16-04-2023,CUST0181,Male,19,Clothing,4,200,800
1004,18-04-2023,CUST0181,Male,43,Beauty,4,100,400
1005,20-06-2023,CUST0181,Male,20,Home Decor,3,100,300
1006,10-10-2023,CUST0181,Male,19,Electronics,4,100,400
1007,12-11-2023,CUST0181,Female,47,Home Decor,2,200,400
1008,08-10-2023,CUST0181,Female,27,Home Decor,2,50,100
1009,29-11-2023,CUST0181,Female,58,Clothing,3,250,750
1010,27-07-2023,CUST0182,Male,39,Electronics,4,100,400
1011,29-12-2023,CUST0182,Male,58,Clothing,4,100,400
1012,30-03-2023,CUST0182,Female,29,Electronics,4,100,400
1013,20-07-2023,CUST0182,Female,49,Electronics,2,200,400
1014,08-02-2023,CUST0182,Female,19,Electronics,3,200,600
1015,13-06-2023,CUST0182,Female,44,Clothing,3,50,150
1016,19-03-2023,CUST0182,Female,46,Home Decor,1,200,200
1017,06-12-2023,CUST0182,Male,56,Groceries,2,500,1000
1018,23-12-2023,CUST0183,Female,41,Clothing,4,100,400
1019,28-11-2023,CUST0183,Female,23,Home Decor,1,200,200
1020,22-01-2023,CUST0183,Female,33,Groceries,4,50,200
1021,06-04-2023,CUST0183,Male,53,Home Decor,2,500,1000
1022,14-07-2023,CUST0183,Male,49,Groceries,3,150,450
1023,29-05-2023,CUST0183,Female,31,Home Decor,4,50,200
1024,28-03-2023,CUST0183,Female,24,Home Decor,1,50,50
1025,06-11-2023,CUST0183,Male,51,Groceries,1,150,150
1026,09-12-2023,CUST0184,Female,31,Beauty,1,250,250
1027,14-10-2023,CUST0184,Male,34,Home Decor,3,500,1500
1028,09-07-2023,CUST0184,Male,49,Groceries,3,200,600
1029,18-10-2023,CUST0184,Male,26,Groceries,2,50,100
1030,05-04-2023,CUST0184,Female,19,Groceries,1,200,200
1031,07-08-2023,CUST0184,Male,25,Electronics,4,200,800
1032,23-02-2023,CUST0185,Female,28,Groceries,2,100,200
1033,16-01-2023,CUST0185,Male,37,Beauty,1,100,100
1034,21-04-2023,CUST0185,Male,34,Clothing,1,200,200
1035,22-11-2023,CUST0185,Female,46,Beauty,1,150,150
1036,07-07-2023,CUST0185,Male,22,Beauty,4,200,800
1037,19-04-2023,CUST0186,Female,26,Home Decor,3,500,1500
1038,02-10-2023,CUST0187,Female,44,Groceries,3,250,750
1039,07-07-2023,CUST0188,Male,39,Home Decor,4,250,1000
1040,31-12-2023,CUST0189,Female,36,Home Decor,4,100,400
1041,12-12-2023,CUST0190,Female,43,Beauty,1,200,200
1042,17-05-2023,CUST0191,Female,36,Beauty,4,500,2000
1043,03-06-2023,CUST0192,Female,44,Beauty,2,100,200
1044,02-10-2023,CUST0193,Female,23,Home Decor,2,50,100
1045,08-08-2023,CUST0194,Male,52,Beauty,4,500,2000
1046,20-09-2023,CUST0195,Male,56,Groceries,4,50,200
1047,03-06-2023,CUST0196,Female,29,Beauty,3,250,750
1048,15-02-2023,CUST0197,Male,41,Electronics,1,50,50
1049,28-04-2023,CUST0198,Female,21,Beauty,4,50,200
1050,07-01-2023,CUST0199,Female,28,Home Decor,2,50,100
1051,03-08-2023,CUST0200,Male,40,Clothing,4,150,600
1052,09-11-2023,CUST0201,Female,42,Groceries,3,50,150
1053,13-06-2023,CUST0202,Female,31,Beauty,2,200,400
1054,30-09-2023,CUST0203,Male,33,Home Decor,1,250,250
1055,05-08-2023,CUST0204,Male,55,Clothing,3,250,750
1056,05-03-2023,CUST0205,Female,55,Electronics,2,500,1000
1057,03-12-2023,CUST0206,Female,58,Clothing,2,50,100
1058,02-11-2023,CUST0207,Female,44,Home Decor,1,50,50
1059,24-08-2023,CUST0208,Male,51,Home Decor,1,200,200
1060,06-08-2023,CUST0209,Female,18,Clothing,1,250,250
1061,18-10-2023,CUST0210,Female,41,Beauty,4,100,400
1062,01-09-2023,CUST0211,Male,44,Electronics,2,200,400
1063,16-01-2023,CUST0212,Male,48,Home Decor,1,50,50
1064,08-02-2023,CUST0213,Female,43,Electronics,4,500,2000
1065,07-06-2023,CUST0214,Female,28,Clothing,4,200,800
1066,10-08-2023,CUST0215,Female,35,Clothing,1,250,250
1067,14-09-2023,CUST0216,Male,43,Clothing,1,500,500
1068,11-03-2023,CUST0217,Female,25,Beauty,1,100,100
1069,23-12-2023,CUST0218,Female,59,Electronics,2,250,500
1070,12-01-2023,CUST0219,Female,47,Beauty,3,50,150
1071,03-09-2023,CUST0220,Male,29,Groceries,1,150,150
1072,09-07-2023,CUST0221,Male,32,Clothing,4,250,1000
1073,21-06-2023,CUST0222,Female,35,Beauty,3,150,450
1074,29-07-2023,CUST0223,Female,55,Groceries,2,50,100
1075,30-12-2023,CUST0224,Male,48,Clothing,3,200,600
1076,29-07-2023,CUST0225,Female,51,Groceries,4,500,2000
1077,21-06-2023,CUST0226,Male,23,Clothing,1,50,50
1078,26-03-2023,CUST0227,Male,33,Home Decor,4,200,800
1079,28-06-2023,CUST0228,Male,26,Clothing,1,500,500
1080,03-08-2023,CUST0229,Male,59,Groceries,4,150,600
1081,08-09-2023,CUST0230,Male,32,Groceries,3,150,450
1082,05-12-2023,CUST0231,Female,45,Groceries,3,150,450
1083,06-01-2023,CUST0232,Female,55,Groceries,1,150,150
1084,08-03-2023,CUST0233,Female,25,Clothing,4,200,800
1085,26-03-2023,CUST0234,Male,25,Groceries,3,50,150
1086,12-11-2023,CUST0235,Female,30,Groceries,1,500,500
1087,14-08-2023,CUST0236,Male,39,Electronics,1,200,200
1088,01-01-2023,CUST0237,Female,33,Electronics,1,100,100
1089,12-01-2023,CUST0238,Male,34,Home Decor,2,500,1000
1090,06-10-2023,CUST0239,Male,23,Groceries,3,50,150
1091,18-01-2023,CUST0240,Female,30,Beauty,2,200,400
1092,26-05-2023,CUST0241,Male,45,Beauty,4,150,600
1093,09-06-2023,CUST0242,Male,26,Home Decor,4,50,200
1094,09-03-2023,CUST0004,Female,51,Beauty,2,500,1000
1095,07-10-2023,CUST0244,Female,56,Groceries,1,250,250
1096,25-01-2023,CUST0245,Female,35,Clothing,2,100,200
1097,28-10-2023,CUST0246,Female,29,Groceries,2,50,100
1098,27-05-2023,CUST0004,Male,56,Groceries,2,500,1000
1099,14-01-2023,CUST0248,Female,41,Electronics,1,150,150
1100,02-08-2023,CUST0249,Male,36,Clothing,4,200,800
1101,14-12-2023,CUST0250,Female,50,Beauty,4,150,600
1102,29-06-2023,CUST0251,Male,54,Clothing,3,100,300
1103,17-06-2023,CUST0004,Female,55,Groceries,2,200,400
1104,06-11-2023,CUST0253,Female,33,Home Decor,4,150,600
1105,22-06-2023,CUST0254,Female,25,Home Decor,3,500,1500
1106,26-03-2023,CUST0255,Female,57,Groceries,1,50,50
1107,06-03-2023,CUST0256,Female,40,Beauty,4,150,600
1108,18-12-2023,CUST0257,Female,30,Beauty,2,50,100
1109,09-11-2023,CUST0258,Male,40,Beauty,1,200,200
1110,29-03-2023,CUST0259,Male,57,Beauty,2,100,200
1111,06-12-2023,CUST0260,Male,23,Beauty,1,250,250
1112,19-04-2023,CUST0261,Male,48,Groceries,2,250,500
1113,26-06-2023,CUST0262,Male,37,Groceries,2,250,500
1114,02-04-2023,CUST0263,Male,45,Electronics,2,50,100
1115,27-02-2023,CUST0011,Female,58,Beauty,1,250,250
1116,07-02-2023,CUST0265,Female,28,Clothing,4,150,600
1117,21-12-2023,CUST0266,Male,41,Beauty,2,50,100
1118,10-12-2023,CUST0031,Male,52,Electronics,4,50,200
1119,06-05-2023,CUST0268,Male,51,Electronics,4,100,400
1120,30-07-2023,CUST0269,Male,33,Beauty,1,50,50
1121,11-02-2023,CUST0270,Male,50,Clothing,4,200,800
1122,26-12-2023,CUST0271,Male,35,Clothing,1,250,250
1123,14-02-2023,CUST0272,Female,38,Clothing,2,50,100
1124,17-02-2023,CUST0011,Male,56,Clothing,2,500,1000
1125,01-09-2023,CUST0274,Female,41,Home Decor,1,50,50
1126,15-01-2023,CUST0275,Female,57,Electronics,1,50,50
